timestamp,latency_ms_p50
1786998971.075,2212.872757514554
1786998976.075,91.47888044182321
1786998981.075,93.64454538520859
1786998986.075,92.39909291306664
1786998991.075,78.020463952971
1786998996.075,77.58453664997612
1786999001.075,22.513933535302144
1786999006.075,22.309891949388174
1786999011.075,22.308849580078252
1786999016.075,21.75590111591718
1786999021.075,21.15239570678591
1786999026.075,21.39949460806306
1786999031.075,20.87121304219574
1786999036.075,20.09887871358523
1786999041.075,20.158791634391946
1786999046.075,19.938213116446242
1786999051.075,19.603770943202502
1786999056.075,19.417333559003026
1786999061.075,19.272727272727273
1786999066.075,19.310344827586206
1786999071.075,19.221311475409838
1786999076.075,19.40909090909091
1786999081.075,19.221311475409838
1786999086.075,19.285714285714285
1786999091.075,19.467213114754102
1786999096.075,18.602941176470587
1786999101.075,18.663793103448278
1786999106.075,19.051724137931036
1786999111.075,19.255319148936174
1786999116.075,19.166666666666664
1786999121.075,19.264705882352942
1786999126.075,18.942307692307693
1786999131.075,18.898305084745765
1786999136.075,18.839285714285715
1786999141.075,18.676470588235293
1786999146.075,18.693181818181817
1786999151.075,19.791666666666668
1786999156.075,19.375
1786999161.075,18.863636363636367
1786999166.075,18.75
1786999171.075,18.625
1786999176.075,18.25
1786999181.075,19.545454545454547
1786999186.075,20
1786999191.075,NaN
1786999196.075,NaN
1786999201.075,NaN
1786999206.075,NaN
1786999211.075,NaN
1786999216.075,NaN
1786999221.075,NaN
1786999226.075,NaN
1786999231.075,NaN
1786999236.075,NaN
1786999241.075,NaN
1786999246.075,NaN
1786999251.075,NaN
1786999256.075,NaN
1786999261.075,NaN
1786999266.075,NaN
1786999271.075,NaN
1786999276.075,NaN
1786999281.075,NaN
1786999286.075,NaN
1786999291.075,NaN
1786999296.075,NaN
1786999301.075,NaN
1786999306.075,NaN
1786999311.075,NaN
1786999316.075,NaN
1786999321.075,NaN
1786999326.075,NaN
1786999331.075,NaN
1786999336.075,NaN
1786999341.075,NaN
1786999346.075,NaN
1786999351.075,NaN
1786999356.075,NaN
1786999361.075,NaN
1786999366.075,NaN
1786999371.075,NaN
1786999376.075,NaN
1786999381.075,NaN
1786999386.075,NaN
1786999391.075,NaN
1786999396.075,NaN
1786999401.075,NaN
1786999406.075,NaN
1786999411.075,NaN
1786999416.075,NaN
1786999421.075,NaN
1786999426.075,NaN
1786999431.075,NaN
1786999436.075,NaN
1786999441.075,NaN
