timestamp,latency_ms_p95,tier
1786630378.623,NaN,balanced
1786630383.623,NaN,balanced
1786630388.623,NaN,balanced
1786630393.623,NaN,balanced
1786630398.623,NaN,balanced
1786630403.623,NaN,balanced
1786630408.623,NaN,balanced
1786630413.623,NaN,balanced
1786630418.623,NaN,balanced
1786630423.623,NaN,balanced
1786630428.623,NaN,balanced
1786630433.623,NaN,balanced
1786630438.623,NaN,balanced
1786630443.623,NaN,balanced
1786630448.623,NaN,balanced
1786630453.623,NaN,balanced
1786630458.623,NaN,balanced
1786630463.623,NaN,balanced
1786630468.623,NaN,balanced
1786630473.623,NaN,balanced
1786630478.623,NaN,balanced
1786630483.623,NaN,balanced
1786630488.623,NaN,balanced
1786630493.623,NaN,balanced
1786630498.623,NaN,balanced
1786630503.623,NaN,balanced
1786630508.623,NaN,balanced
1786630513.623,NaN,balanced
1786630518.623,NaN,balanced
1786630523.623,NaN,balanced
1786630528.623,NaN,balanced
1786630533.623,NaN,balanced
1786630538.623,NaN,balanced
1786630543.623,NaN,balanced
1786630603.623,24.790301247098203,balanced
1786630608.623,24.297016588264423,balanced
1786630613.623,24.10041286179164,balanced
1786630618.623,23.821097970438178,balanced
1786630623.623,23.694406921348047,balanced
1786630628.623,23.70886513345772,balanced
1786630633.623,23.709413870619933,balanced
1786630638.623,23.63566838536999,balanced
1786630643.623,23.621840894231248,balanced
1786630648.623,23.941647103092702,balanced
1786630653.623,23.609756097560975,balanced
1786630658.623,24.75,balanced
1786630663.623,24.90909090909091,balanced
